SaleID;DateKey;ProductKey;CustomerKey;StoreKey;PromotionKey;Quantity;Revenue;Cost;Margin
2032;2022-09-10;P028;C0946;S010;PR07;1;623;314,86;308,14
2033;2024-02-20;P092;C0357;S015;PR07;5;550;386,85;163,15
2034;2024-03-13;P022;C0806;S003;PR01;4;631;494,35;136,65
2035;2024-10-08;P007;C0001;S008;PR10;7;414;336,67;77,33
2036;2023-04-04;P015;C0807;S018;PR10;7;678;436,16;241,84
2037;2024-07-05;P096;C0027;S011;PR03;4;600;430,39;169,61
2038;2023-05-14;P011;C0548;S007;PR03;2;149;124,1;24,9
2039;2024-08-07;P024;C0160;S019;PR06;4;44;32,34;11,66
2040;2023-05-23;P067;C0937;S007;PR03;8;646;526,74;119,26
2041;2025-08-20;P030;C0399;S002;PR09;2;109;80,61;28,39
2042;2023-05-16;P070;C0543;S006;PR05;5;817;427,94;389,06
2043;2024-03-13;P066;C0127;S005;PR06;7;292;166,12;125,88
2044;2023-08-21;P061;C0774;S014;PR06;6;360;298,5;61,5
2045;2022-06-15;P078;C0857;S018;PR08;9;231;183,76;47,24
2046;2025-12-09;P041;C0948;S004;PR10;2;933;604,54;328,46
2047;2023-04-07;P082;C0210;S004;PR03;4;642;357,2;284,8
2048;2024-07-08;P051;C0150;S013;PR09;7;995;552,23;442,77
2049;2022-04-24;P044;C0031;S001;PR07;8;367;299,73;67,27
2050;2025-12-27;P095;C0612;S020;PR06;5;607;338,81;268,19
2051;2024-09-18;P013;C0841;S005;PR01;5;315;200,09;114,91
2052;2025-10-11;P090;C0302;S003;PR04;4;409;333,45;75,55
2053;2022-07-26;P012;C0963;S019;PR05;9;107;54,75;52,25
2054;2025-06-12;P082;C0865;S013;PR02;4;446;321,46;124,54
2055;2025-10-10;P009;C0731;S007;PR01;3;985;613,37;371,63
2056;2023-05-30;P085;C0765;S010;PR02;9;932;501,16;430,84
2057;2025-05-16;P048;C0683;S003;PR08;7;189;132,04;56,96
2058;2023-12-10;P049;C0257;S002;PR10;9;166;111,17;54,83
2059;2025-02-22;P053;C0940;S007;PR06;4;898;480,18;417,82
2060;2022-05-18;P056;C0057;S009;PR10;3;259;153,72;105,28
2061;2022-12-05;P040;C0009;S012;PR02;8;74;56,18;17,82
2062;2023-06-21;P024;C0005;S010;PR09;4;623;476,31;146,69
2063;2022-03-09;P098;C0847;S019;PR08;3;784;556,28;227,72
2064;2023-01-18;P072;C0114;S013;PR04;4;688;370,61;317,39
2065;2022-01-19;P033;C0777;S010;PR10;2;900;718,72;181,28
2066;2023-11-14;P023;C0685;S005;PR07;4;969;543,07;425,93
2067;2022-03-15;P077;C0732;S015;PR03;7;986;741,8;244,2
2068;2023-07-27;P054;C0205;S003;PR06;3;998;513,87;484,13
2069;2024-07-27;P053;C0024;S008;PR03;1;782;481,82;300,18
2070;2025-07-23;P049;C0493;S006;PR10;8;795;530,6;264,4
2071;2024-12-07;P078;C0970;S019;PR03;6;539;274,78;264,22
2072;2022-07-30;P078;C0682;S017;PR09;3;856;479,4;376,6
2073;2024-05-04;P080;C0406;S010;PR06;8;318;194,49;123,51
2074;2023-10-13;P049;C0103;S001;PR08;6;629;530,8;98,2
2075;2024-09-20;P060;C0060;S013;PR04;1;581;449,01;131,99
2076;2023-11-26;P090;C0086;S010;PR04;9;744;590,92;153,08
2077;2023-06-24;P090;C0767;S012;PR08;9;23;16,87;6,13
2078;2025-04-29;P065;C0677;S002;PR07;9;383;230,7;152,3
2079;2025-08-31;P032;C0372;S010;PR05;6;311;232,72;78,28
2080;2024-06-19;P079;C0679;S001;PR02;6;408;300,21;107,79
2081;2024-02-19;P021;C0596;S001;PR06;4;772;550,81;221,19
2082;2025-02-10;P018;C0970;S020;PR01;8;490;296,16;193,84
2083;2022-06-19;P094;C0202;S015;PR07;9;550;325,67;224,33
2084;2024-11-03;P060;C0602;S001;PR09;7;445;274,88;170,12
2085;2022-10-15;P013;C0089;S009;PR05;7;897;546,58;350,42
2086;2022-07-08;P024;C0437;S007;PR05;2;418;220,39;197,61
2087;2024-07-02;P030;C0120;S016;PR07;2;973;759,72;213,28
2088;2025-03-24;P002;C0156;S016;PR05;2;801;504,02;296,98
2089;2023-11-25;P083;C0973;S013;PR10;4;323;241,39;81,61
2090;2024-06-06;P025;C0399;S010;PR04;9;859;513,66;345,34
2091;2023-04-16;P050;C0700;S018;PR01;5;732;520,24;211,76
2092;2025-01-03;P014;C0188;S009;PR06;2;123;62,99;60,01
2093;2022-10-04;P006;C0774;S012;PR09;4;350;187,99;162,01
2094;2024-07-28;P076;C0052;S013;PR04;7;383;240,37;142,63
2095;2025-09-28;P084;C0652;S011;PR10;5;385;228,71;156,29
2096;2025-12-19;P087;C0531;S015;PR04;8;101;62,99;38,01
2097;2023-07-25;P030;C0480;S010;PR05;1;850;701,88;148,12
2098;2024-05-06;P030;C0587;S010;PR06;5;586;308,16;277,84
2099;2024-09-27;P038;C0230;S009;PR03;4;819;542,14;276,86
2100;2025-04-20;P058;C0481;S003;PR09;3;767;436,72;330,28
2101;2023-04-03;P094;C0130;S016;PR01;7;695;434,06;260,94
2102;2024-07-06;P041;C0055;S012;PR06;1;896;660,32;235,68
2103;2024-04-12;P094;C0271;S017;PR06;6;104;87,41;16,59
2104;2024-12-23;P057;C0960;S015;PR08;8;238;176,87;61,13
2105;2024-04-18;P036;C0100;S003;PR05;2;387;313,35;73,65
2106;2025-07-07;P064;C0069;S005;PR09;6;893;492,53;400,47
2107;2022-07-12;P098;C0911;S013;PR09;1;744;419,23;324,77
2108;2023-09-08;P016;C0299;S006;PR02;6;734;592,24;141,76
2109;2023-02-10;P088;C0970;S009;PR05;6;844;601,46;242,54
2110;2024-07-31;P078;C0529;S019;PR07;5;831;645,89;185,11
2111;2023-12-22;P090;C0354;S007;PR02;7;261;150,86;110,14
2112;2022-04-03;P072;C0628;S013;PR07;5;181;112,58;68,42
2113;2023-03-06;P014;C0152;S005;PR09;8;198;104,62;93,38
2114;2023-10-16;P031;C0330;S016;PR08;2;984;800,44;183,56
2115;2025-12-28;P066;C0116;S004;PR10;6;111;92,65;18,35
2116;2025-11-28;P068;C0542;S005;PR09;5;519;415,26;103,74
2117;2023-03-10;P065;C0323;S020;PR04;2;669;436,87;232,13
2118;2025-02-09;P055;C0563;S019;PR08;7;525;325,18;199,82
2119;2023-01-10;P084;C0572;S006;PR09;4;643;425,61;217,39
2120;2024-12-18;P078;C0229;S004;PR10;6;927;670,37;256,63
2121;2024-12-02;P040;C0771;S001;PR02;5;188;122,39;65,61
2122;2022-07-26;P025;C0360;S017;PR10;4;406;262,91;143,09
2123;2024-02-19;P025;C0005;S009;PR03;2;340;221,29;118,71
2124;2025-08-12;P003;C0028;S016;PR01;7;120;91,27;28,73
2125;2025-02-15;P069;C0766;S002;PR01;5;315;244,24;70,76
2126;2023-06-16;P026;C0364;S011;PR10;3;212;170,59;41,41
2127;2025-05-30;P040;C0462;S005;PR06;6;480;280,82;199,18
2128;2022-06-15;P038;C0231;S013;PR01;8;889;493,51;395,49
2129;2023-10-05;P038;C0395;S020;PR05;2;738;458,15;279,85
2130;2025-03-25;P068;C0968;S017;PR06;4;986;638,1;347,9
2131;2025-04-22;P007;C0869;S015;PR09;3;305;227,42;77,58
2132;2022-03-31;P094;C0712;S012;PR06;7;235;179,84;55,16
2133;2025-01-22;P030;C0844;S006;PR04;8;475;401,12;73,88
2134;2022-01-13;P019;C0271;S020;PR01;8;982;621,0;361,0
2135;2024-08-30;P035;C0851;S013;PR06;4;994;637,04;356,96
2136;2024-03-15;P033;C0304;S018;PR07;2;247;170,36;76,64
2137;2024-08-02;P033;C0383;S015;PR05;6;380;299,1;80,9
2138;2024-01-12;P078;C0558;S015;PR06;3;62;45,34;16,66
2139;2024-05-25;P038;C0028;S008;PR10;8;200;140,09;59,91
2140;2025-03-19;P010;C0519;S019;PR08;3;530;385,23;144,77
2141;2023-10-22;P057;C0744;S014;PR01;2;481;318,69;162,31
2142;2024-10-28;P028;C0199;S007;PR08;9;878;672,26;205,74
2143;2024-11-18;P078;C0606;S014;PR02;9;305;160,54;144,46
2144;2022-10-23;P100;C0082;S005;PR02;9;316;214,3;101,7
2145;2024-09-12;P038;C0088;S015;PR08;3;575;449,82;125,18
2146;2024-07-14;P016;C0390;S015;PR02;2;56;33,93;22,07
2147;2023-10-02;P021;C0698;S004;PR08;4;904;718,86;185,14
2148;2022-12-06;P092;C0755;S001;PR05;2;780;603,71;176,29
2149;2023-09-20;P097;C0580;S017;PR09;8;921;647,68;273,32
2150;2023-03-15;P006;C0823;S020;PR09;1;102;60,0;42,0
2151;2025-03-13;P041;C0451;S001;PR08;2;911;730,05;180,95
2152;2024-07-30;P015;C0433;S016;PR09;6;952;485,99;466,01
2153;2024-04-09;P003;C0374;S013;PR07;9;276;195,24;80,76
2154;2023-06-03;P043;C0435;S018;PR08;5;236;182,64;53,36
2155;2024-09-02;P047;C0187;S010;PR06;5;541;362,41;178,59
2156;2024-12-04;P099;C0751;S018;PR09;3;769;412,18;356,82
2157;2024-08-12;P014;C0390;S017;PR02;8;45;35,64;9,36
2158;2025-06-16;P066;C0218;S009;PR03;6;270;220,91;49,09
2159;2024-08-09;P029;C0108;S014;PR02;2;234;163,14;70,86
2160;2024-08-01;P004;C0819;S013;PR06;5;676;524,24;151,76
2161;2022-06-04;P026;C0550;S020;PR03;4;339;241,96;97,04
2162;2025-04-19;P012;C0907;S020;PR01;9;753;527,59;225,41
2163;2025-05-23;P002;C0948;S014;PR04;4;430;234,68;195,32
2164;2022-03-29;P017;C0349;S011;PR05;8;478;312,08;165,92
2165;2025-07-03;P035;C0788;S013;PR04;1;343;252,99;90,01
2166;2025-01-01;P010;C0522;S017;PR06;5;549;361,83;187,17
2167;2024-07-19;P086;C0026;S003;PR03;9;358;256,41;101,59
2168;2022-06-28;P043;C0048;S001;PR10;3;247;200,86;46,14
2169;2022-07-31;P021;C0859;S005;PR06;6;255;160,19;94,81
2170;2025-06-11;P015;C0370;S013;PR10;6;385;304,14;80,86
2171;2023-04-10;P035;C0014;S005;PR01;6;453;231,11;221,89
2172;2025-05-31;P085;C0612;S005;PR06;4;877;700,22;176,78
2173;2023-09-23;P085;C0187;S012;PR08;7;468;251,47;216,53
2174;2024-04-04;P085;C0524;S002;PR10;3;526;322,18;203,82
2175;2025-07-11;P060;C0884;S016;PR08;6;295;200,51;94,49
2176;2025-05-15;P044;C0891;S017;PR01;5;652;474,34;177,66
2177;2023-08-30;P096;C0279;S005;PR07;3;81;67,52;13,48
2178;2024-06-03;P005;C0341;S012;PR10;2;350;212,61;137,39
2179;2023-01-01;P073;C0328;S015;PR10;1;206;109,15;96,85
2180;2022-10-03;P018;C0679;S006;PR04;8;556;367,29;188,71
2181;2023-01-15;P021;C0634;S013;PR06;1;911;565,59;345,41
2182;2025-08-25;P072;C0905;S011;PR06;5;524;372,06;151,94
2183;2025-07-15;P098;C0984;S017;PR05;5;870;715,99;154,01
2184;2024-08-02;P074;C0607;S009;PR10;1;627;454,68;172,32
2185;2024-12-23;P051;C0025;S016;PR09;9;340;238,78;101,22
2186;2024-03-20;P041;C0529;S017;PR10;5;212;124,26;87,74
2187;2025-10-05;P024;C0426;S020;PR08;9;273;161,8;111,2
2188;2024-07-13;P024;C0029;S018;PR06;6;598;390,27;207,73
2189;2023-05-09;P096;C0956;S013;PR04;7;333;270,38;62,62
2190;2025-01-26;P097;C0323;S011;PR04;7;571;401,31;169,69
2191;2024-12-30;P038;C0853;S013;PR09;2;243;163,57;79,43
2192;2022-12-30;P044;C0313;S013;PR04;5;450;310,45;139,55
2193;2023-07-24;P057;C0584;S012;PR07;2;375;296,93;78,07
2194;2024-02-02;P059;C0270;S014;PR06;4;446;328,82;117,18
2195;2022-10-03;P034;C0762;S013;PR02;3;411;338,91;72,09
2196;2022-02-19;P075;C0295;S009;PR05;6;241;169,57;71,43
2197;2025-10-13;P095;C0656;S014;PR03;5;122;69,37;52,63
2198;2023-12-29;P082;C0786;S001;PR09;1;337;170,71;166,29
2199;2024-06-24;P023;C0223;S009;PR10;2;779;475,96;303,04
2200;2024-07-16;P086;C0075;S004;PR01;7;693;361,72;331,28
2201;2023-07-18;P043;C0102;S012;PR10;9;795;510,77;284,23
2202;2024-02-22;P082;C0532;S014;PR04;1;556;314,56;241,44
2203;2023-04-30;P040;C0629;S009;PR04;4;685;439,58;245,42
2204;2025-01-12;P047;C0686;S003;PR09;3;238;152,25;85,75
2205;2023-08-07;P041;C0885;S006;PR01;5;457;272,69;184,31
2206;2025-08-12;P047;C0173;S003;PR02;5;785;571,86;213,14
2207;2022-08-24;P020;C0004;S001;PR01;2;998;650,4;347,6
2208;2022-02-25;P077;C0852;S003;PR01;5;746;606,28;139,72
2209;2022-12-26;P065;C0479;S014;PR01;4;188;99,01;88,99
2210;2022-04-20;P068;C0660;S020;PR03;1;611;393,31;217,69
2211;2022-07-11;P024;C0395;S002;PR04;1;91;70,21;20,79
2212;2024-06-22;P100;C0626;S012;PR10;1;594;399,81;194,19
2213;2025-01-21;P036;C0833;S010;PR02;8;475;398,11;76,89
2214;2024-05-11;P045;C0914;S013;PR01;3;94;52,75;41,25
2215;2023-07-22;P002;C0167;S020;PR05;9;282;172,19;109,81
2216;2024-12-19;P028;C0300;S004;PR06;2;488;263,84;224,16
2217;2023-10-12;P026;C0993;S019;PR02;9;629;368,82;260,18
2218;2022-02-08;P023;C0118;S001;PR03;9;616;453,0;163,0
2219;2024-12-08;P079;C0512;S011;PR10;4;856;573,89;282,11
2220;2025-12-14;P036;C0612;S016;PR03;4;837;465,98;371,02
2221;2023-09-29;P091;C0786;S019;PR02;4;958;638,17;319,83
2222;2024-11-02;P006;C0175;S019;PR04;1;909;724,1;184,9
2223;2022-02-05;P035;C0159;S012;PR05;5;804;525,77;278,23
2224;2022-04-11;P038;C0384;S003;PR08;6;680;343,15;336,85
2225;2025-01-14;P035;C0227;S018;PR06;4;537;278,82;258,18
2226;2025-05-31;P100;C0935;S017;PR09;8;640;418,14;221,86
2227;2025-09-23;P074;C0038;S005;PR03;3;218;154,26;63,74
2228;2022-06-15;P094;C0463;S016;PR10;9;862;698,47;163,53
2229;2023-01-18;P053;C0431;S014;PR09;7;357;301,2;55,8
2230;2025-10-31;P038;C0710;S019;PR04;8;57;48,06;8,94
2231;2024-02-29;P093;C0648;S006;PR08;7;338;235,0;103,0
2232;2022-01-31;P059;C0104;S003;PR10;9;659;337,74;321,26
2233;2025-10-30;P043;C0982;S006;PR07;2;159;91,38;67,62
2234;2022-01-11;P004;C0193;S012;PR07;4;267;174,09;92,91
2235;2025-08-18;P005;C0250;S020;PR09;2;937;756,99;180,01
2236;2022-04-06;P068;C0013;S011;PR10;8;790;400,96;389,04
2237;2025-04-28;P100;C0567;S007;PR02;2;678;459,87;218,13
2238;2023-03-29;P045;C0856;S001;PR05;8;446;325,01;120,99
2239;2022-07-11;P080;C0597;S016;PR03;6;874;525,17;348,83
2240;2023-05-01;P025;C0621;S016;PR07;7;214;130,64;83,36
2241;2025-07-13;P078;C0555;S017;PR03;6;234;148,81;85,19
2242;2025-12-18;P011;C0388;S015;PR05;9;908;541,27;366,73
2243;2025-02-25;P029;C0071;S009;PR05;4;772;504,13;267,87
2244;2022-08-26;P034;C0956;S005;PR02;1;664;368,74;295,26
2245;2025-10-10;P086;C0780;S020;PR01;9;560;319,07;240,93
2246;2025-02-09;P014;C0571;S008;PR06;8;629;322,68;306,32
2247;2025-09-28;P024;C0973;S001;PR01;1;895;576,34;318,66
2248;2025-03-14;P059;C0438;S007;PR09;6;408;305,01;102,99
2249;2024-12-24;P039;C0044;S011;PR10;4;448;303,36;144,64
2250;2025-06-24;P026;C0272;S020;PR05;2;713;488,93;224,07
2251;2024-01-05;P043;C0902;S013;PR01;3;171;112,43;58,57
2252;2024-09-17;P036;C0014;S013;PR08;9;122;85,97;36,03
2253;2024-04-04;P039;C0371;S007;PR01;5;424;246,08;177,92
2254;2022-04-16;P061;C0112;S011;PR04;7;307;175,8;131,2
2255;2022-06-30;P016;C0379;S018;PR07;2;766;635,54;130,46
2256;2022-07-03;P059;C0314;S001;PR04;8;152;99,96;52,04
2257;2022-08-14;P096;C0415;S012;PR05;3;465;367,12;97,88
2258;2024-02-16;P006;C0740;S003;PR07;1;421;345,6;75,4
2259;2024-02-29;P098;C0485;S001;PR04;8;761;544,27;216,73
2260;2025-01-17;P056;C0169;S004;PR05;9;54;32,65;21,35
2261;2023-11-19;P008;C0888;S006;PR07;8;889;656,02;232,98
2262;2023-06-14;P094;C0803;S005;PR01;1;611;397,65;213,35
2263;2025-10-26;P027;C0246;S011;PR03;7;886;744,75;141,25
2264;2024-08-29;P071;C0266;S020;PR01;7;773;605,99;167,01
2265;2024-07-24;P027;C0849;S013;PR03;4;363;285,04;77,96
2266;2025-11-23;P089;C0243;S011;PR02;8;503;355,14;147,86
2267;2022-04-16;P046;C0670;S006;PR05;5;664;333,96;330,04
2268;2025-07-18;P041;C0300;S019;PR10;4;540;427,21;112,79
2269;2024-04-10;P079;C0951;S015;PR05;5;407;207,11;199,89
2270;2023-11-10;P025;C0327;S013;PR10;2;784;425,58;358,42
2271;2024-04-28;P086;C0530;S010;PR09;4;564;447,55;116,45
2272;2024-11-21;P018;C0595;S001;PR08;8;878;506,24;371,76
2273;2023-01-28;P012;C0847;S013;PR03;7;937;744,35;192,65
2274;2022-02-09;P087;C0743;S006;PR01;8;718;418,39;299,61
2275;2023-10-22;P051;C0342;S020;PR05;7;30;23,09;6,91
2276;2025-05-26;P039;C0765;S012;PR03;7;600;413,86;186,14
2277;2024-09-07;P089;C0679;S017;PR05;7;157;115,37;41,63
2278;2025-01-10;P010;C0554;S018;PR09;2;150;119,0;31,0
2279;2024-04-24;P094;C0249;S008;PR01;3;418;352,96;65,04
2280;2022-07-20;P074;C0760;S014;PR01;1;270;143,1;126,9
2281;2023-03-23;P098;C0950;S005;PR09;2;654;483,88;170,12
2282;2025-12-22;P077;C0380;S002;PR03;6;385;321,69;63,31
2283;2024-11-27;P054;C0798;S011;PR10;2;440;277,56;162,44
2284;2025-05-19;P029;C0532;S003;PR05;1;443;273,25;169,75
2285;2023-03-20;P041;C0894;S016;PR09;8;804;593,35;210,65
2286;2025-09-12;P009;C0864;S016;PR05;9;935;599,04;335,96
2287;2024-01-31;P063;C0381;S009;PR03;7;774;445,1;328,9
2288;2022-08-15;P077;C0042;S013;PR09;3;919;511,44;407,56
2289;2022-02-17;P037;C0345;S010;PR07;1;181;102,7;78,3
2290;2024-11-07;P014;C0599;S017;PR07;4;114;85,1;28,9
2291;2024-06-30;P073;C0261;S017;PR08;3;181;148,7;32,3
2292;2022-07-06;P072;C0306;S010;PR05;3;854;667,92;186,08
2293;2022-12-11;P039;C0809;S008;PR02;2;815;535,35;279,65
2294;2022-08-12;P040;C0862;S007;PR09;3;380;260,3;119,7
2295;2024-04-09;P054;C0240;S014;PR03;5;248;177,83;70,17
2296;2023-05-03;P003;C0679;S018;PR02;4;135;94,9;40,1
2297;2024-05-26;P055;C0313;S019;PR10;1;240;201,35;38,65
2298;2024-04-28;P033;C0731;S018;PR10;1;482;390,59;91,41
2299;2025-06-06;P096;C0441;S014;PR05;1;951;489,99;461,01
2300;2025-11-14;P071;C0933;S010;PR08;9;950;752,89;197,11
2301;2024-09-05;P019;C0903;S001;PR03;9;700;377,94;322,06
2302;2024-10-13;P034;C0133;S009;PR06;9;334;247,69;86,31
2303;2022-07-07;P078;C0719;S018;PR09;4;349;209,39;139,61
2304;2022-09-27;P050;C0051;S013;PR02;4;676;520,98;155,02
2305;2022-11-06;P047;C0618;S017;PR08;7;305;153,42;151,58
2306;2025-03-01;P046;C0392;S016;PR10;3;201;127,39;73,61
2307;2024-12-31;P056;C0696;S011;PR07;3;839;425,82;413,18
2308;2024-04-24;P057;C0713;S009;PR03;4;475;396,02;78,98
2309;2025-04-25;P083;C0523;S007;PR01;6;938;474,04;463,96
2310;2023-05-01;P051;C0766;S001;PR06;1;294;162,98;131,02
2311;2025-04-29;P054;C0508;S009;PR02;3;56;38,57;17,43
2312;2025-12-16;P090;C0662;S010;PR03;5;462;335,48;126,52
2313;2022-04-30;P081;C0354;S016;PR05;4;894;675,1;218,9
2314;2022-08-08;P028;C0867;S018;PR08;8;55;32,25;22,75
2315;2022-02-22;P019;C0973;S014;PR02;9;87;52,67;34,33
2316;2025-12-06;P027;C0395;S011;PR06;8;429;250,52;178,48
2317;2025-06-14;P048;C0956;S004;PR01;9;379;221,88;157,12
2318;2024-01-28;P019;C0096;S019;PR07;8;140;108,31;31,69
2319;2024-01-08;P097;C0106;S013;PR04;1;686;570,61;115,39
2320;2023-12-21;P051;C0655;S001;PR01;7;736;521,48;214,52
2321;2023-02-10;P007;C0678;S019;PR09;9;977;542,33;434,67
2322;2023-08-31;P029;C0513;S015;PR09;1;977;510,87;466,13
2323;2024-10-17;P043;C0558;S020;PR03;1;967;564,45;402,55
2324;2023-02-26;P069;C0242;S015;PR06;2;575;323,28;251,72
2325;2023-12-13;P094;C0856;S011;PR07;5;501;351,94;149,06
2326;2022-09-04;P058;C0939;S005;PR04;8;308;229,24;78,76
2327;2022-03-13;P008;C0488;S010;PR06;8;897;449,94;447,06
2328;2022-07-04;P042;C0790;S018;PR09;4;109;71,27;37,73
2329;2022-01-06;P076;C0515;S007;PR10;7;231;165,87;65,13
2330;2025-05-14;P042;C0654;S001;PR06;7;594;337,1;256,9
2331;2024-06-24;P013;C0898;S003;PR07;9;91;74,2;16,8
2332;2023-01-22;P026;C0061;S001;PR06;9;867;600,1;266,9
2333;2023-11-30;P018;C0416;S017;PR07;3;984;610,95;373,05
2334;2025-01-04;P042;C0294;S015;PR01;8;309;156,52;152,48
2335;2025-04-15;P051;C0737;S005;PR06;5;386;258,43;127,57
2336;2024-04-06;P084;C0302;S016;PR09;5;46;28,41;17,59
2337;2022-12-15;P016;C0170;S012;PR03;8;439;368,47;70,53
2338;2025-07-02;P003;C0646;S019;PR06;6;919;581,33;337,67
2339;2022-11-04;P091;C0041;S014;PR04;1;381;313,32;67,68
2340;2025-09-30;P079;C0231;S003;PR07;4;584;432,23;151,77
2341;2025-02-24;P098;C0409;S019;PR07;9;773;406,51;366,49
2342;2022-10-14;P045;C0738;S001;PR09;5;474;391,74;82,26
2343;2024-02-05;P022;C0651;S001;PR04;4;824;460,58;363,42
2344;2023-12-26;P023;C0622;S010;PR08;1;631;414,45;216,55
2345;2024-02-01;P059;C0997;S003;PR08;9;491;404,12;86,88
2346;2023-01-18;P062;C0297;S013;PR08;8;610;481,89;128,11
2347;2025-11-30;P068;C0455;S006;PR08;3;965;647,18;317,82
2348;2023-01-23;P054;C0057;S011;PR06;9;388;222,1;165,9
2349;2023-06-09;P057;C0942;S006;PR08;1;345;233,99;111,01
2350;2023-10-01;P023;C0635;S003;PR06;4;429;296,73;132,27
2351;2024-07-26;P060;C0240;S016;PR10;5;621;527,18;93,82
2352;2022-10-03;P073;C0598;S009;PR02;4;907;715,09;191,91
2353;2023-05-15;P088;C0176;S008;PR03;4;522;418,36;103,64
2354;2023-12-18;P085;C0063;S003;PR06;9;44;37,19;6,81
2355;2022-12-03;P055;C0551;S005;PR07;5;180;122,97;57,03
2356;2024-07-20;P080;C0138;S014;PR04;1;214;150,83;63,17
2357;2023-04-26;P063;C0981;S005;PR01;7;732;482,43;249,57
2358;2024-06-29;P056;C0454;S019;PR04;6;440;239,32;200,68
2359;2025-07-20;P055;C0753;S005;PR06;9;697;476,64;220,36
2360;2024-12-17;P025;C0449;S020;PR08;4;753;530,04;222,96
2361;2025-09-13;P026;C0226;S020;PR04;6;814;474,6;339,4
2362;2022-04-19;P049;C0443;S002;PR10;7;32;24,77;7,23
2363;2025-07-26;P063;C0206;S007;PR01;4;426;231,56;194,44
2364;2022-11-24;P045;C0676;S001;PR05;9;982;663,54;318,46
2365;2022-11-11;P073;C0027;S018;PR07;1;874;639,72;234,28
2366;2025-02-08;P079;C0457;S010;PR06;1;374;194,19;179,81
2367;2023-11-30;P039;C0695;S006;PR03;3;265;207,08;57,92
2368;2024-02-20;P097;C0710;S007;PR07;9;107;64,89;42,11
2369;2025-06-06;P065;C0991;S012;PR04;5;458;344,06;113,94
2370;2022-06-05;P069;C0849;S018;PR05;1;440;236,66;203,34
2371;2025-07-19;P056;C0949;S011;PR07;5;671;481,18;189,82
2372;2024-06-05;P009;C0107;S019;PR02;6;841;584,52;256,48
2373;2024-10-22;P070;C0444;S004;PR04;4;275;151,94;123,06
2374;2024-01-28;P028;C0701;S019;PR04;7;295;212,0;83,0
2375;2023-12-23;P045;C0036;S013;PR06;3;677;502,31;174,69
2376;2024-07-01;P026;C0597;S019;PR07;5;26;17,54;8,46
2377;2025-08-02;P028;C0155;S002;PR04;6;519;364,6;154,4
2378;2024-05-20;P040;C0169;S009;PR10;7;265;214,81;50,19
2379;2022-01-13;P015;C0796;S008;PR01;2;365;271,63;93,37
2380;2023-08-31;P006;C0272;S014;PR01;5;223;182,21;40,79
2381;2023-05-13;P027;C0547;S009;PR05;7;501;347,35;153,65
2382;2022-08-26;P038;C0420;S013;PR01;7;771;432,68;338,32
2383;2025-01-22;P068;C0184;S018;PR03;3;499;292,51;206,49
2384;2025-09-23;P075;C0611;S006;PR09;8;113;63,48;49,52
2385;2024-02-20;P085;C0237;S003;PR03;1;917;566,1;350,9
2386;2025-04-09;P064;C0915;S010;PR03;4;329;219,49;109,51
2387;2023-08-29;P030;C0509;S010;PR09;3;539;317,78;221,22
2388;2023-10-23;P082;C0441;S010;PR05;4;948;631,82;316,18
2389;2024-04-28;P099;C0981;S009;PR08;9;449;281,76;167,24
2390;2024-07-24;P003;C0122;S012;PR10;8;189;131,24;57,76
2391;2023-09-20;P062;C0417;S008;PR09;4;138;89,7;48,3
2392;2022-05-23;P012;C0535;S009;PR06;8;777;506,55;270,45
2393;2025-05-09;P091;C0375;S017;PR07;1;659;442,66;216,34
2394;2025-04-18;P030;C0575;S008;PR07;8;753;636,85;116,15
2395;2023-12-15;P085;C0326;S018;PR07;2;82;56,97;25,03
2396;2025-10-19;P038;C0480;S020;PR04;6;136;102,43;33,57
2397;2023-04-24;P085;C0150;S017;PR02;6;128;82,67;45,33
2398;2023-07-19;P060;C0707;S006;PR02;3;765;469,75;295,25
2399;2023-04-16;P038;C0995;S010;PR07;5;512;420,25;91,75
2400;2023-01-19;P015;C0592;S001;PR10;2;736;559,23;176,77
2401;2024-07-14;P018;C0490;S001;PR07;8;619;435,68;183,32
2402;2023-02-21;P052;C0827;S009;PR10;8;436;269,34;166,66
2403;2022-11-04;P029;C0153;S020;PR07;5;344;203,05;140,95
2404;2023-10-11;P060;C0017;S003;PR08;7;911;535,87;375,13
2405;2025-10-22;P021;C0551;S006;PR03;8;259;175,16;83,84
2406;2024-10-21;P017;C0845;S007;PR05;4;729;587,71;141,29
2407;2024-12-03;P018;C0348;S009;PR06;2;535;432,48;102,52
2408;2024-01-09;P057;C0459;S005;PR08;5;637;484,59;152,41
2409;2025-01-26;P037;C0202;S016;PR08;7;638;440,14;197,86
2410;2025-07-12;P060;C0423;S002;PR10;4;271;157,78;113,22
2411;2022-05-20;P038;C0280;S003;PR03;4;205;136,86;68,14
2412;2025-06-14;P012;C0422;S003;PR04;4;757;562,57;194,43
2413;2024-08-31;P075;C0600;S020;PR06;9;432;305,97;126,03
2414;2024-10-13;P084;C0993;S010;PR04;9;523;355,59;167,41
2415;2024-08-10;P073;C0465;S003;PR10;8;552;358,73;193,27
2416;2024-06-22;P001;C0953;S015;PR04;8;173;132,06;40,94
2417;2022-03-13;P058;C0812;S014;PR05;7;243;193,13;49,87
2418;2025-04-28;P003;C0804;S004;PR10;1;617;464,61;152,39
