EventID;DateKey;CustomerKey;EventType;Channel
641;2024-01-07;C0230;Churn;Mobile
642;2022-06-20;C0892;FirstPurchase;Store
643;2024-03-17;C0008;Repeat;Web
644;2024-12-01;C0190;FirstPurchase;Web
645;2023-12-17;C0372;FirstPurchase;Store
646;2024-09-29;C0934;Return;Store
647;2024-07-18;C0883;Repeat;Store
648;2023-08-13;C0004;Return;Web
649;2024-06-23;C0054;Return;Store
650;2025-11-03;C0176;Churn;Mobile
651;2024-02-17;C0453;FirstPurchase;Web
652;2022-08-04;C0912;FirstPurchase;Store
653;2023-08-11;C0829;Return;Web
654;2023-06-22;C0146;FirstPurchase;Web
655;2023-07-01;C0249;Repeat;Web
656;2022-03-18;C0621;FirstPurchase;Mobile
657;2023-12-24;C0941;Return;Mobile
658;2024-09-08;C0786;FirstPurchase;Mobile
659;2024-12-07;C0904;Return;Web
660;2024-11-12;C0029;Repeat;Store
661;2022-03-06;C0149;Churn;Web
662;2023-06-04;C0487;Return;Store
663;2023-05-08;C0822;Return;Store
664;2024-01-13;C0603;FirstPurchase;Mobile
665;2025-10-28;C0559;Churn;Store
666;2022-05-21;C0194;Repeat;Store
667;2025-04-15;C0836;Churn;Mobile
668;2025-02-02;C0944;Return;Store
669;2025-02-28;C0716;Repeat;Mobile
670;2023-06-24;C0080;Repeat;Web
671;2024-11-16;C0089;Churn;Store
672;2025-09-26;C0151;Return;Mobile
673;2025-05-24;C0785;Churn;Web
674;2024-11-01;C0509;FirstPurchase;Web
675;2024-10-27;C0317;Return;Mobile
676;2024-05-13;C0180;Repeat;Store
677;2024-04-08;C0554;Churn;Store
678;2022-10-11;C0879;FirstPurchase;Store
679;2023-02-14;C0563;Repeat;Store
680;2024-05-10;C0750;FirstPurchase;Mobile
681;2024-05-08;C0897;Return;Web
682;2023-11-23;C0405;FirstPurchase;Store
683;2023-04-03;C0185;Repeat;Mobile
684;2024-06-18;C0292;FirstPurchase;Mobile
685;2022-04-16;C0770;Churn;Store
686;2025-03-19;C0791;Return;Store
687;2022-09-23;C0700;FirstPurchase;Web
688;2024-06-18;C0488;FirstPurchase;Mobile
689;2023-10-09;C0699;Repeat;Mobile
690;2022-07-10;C0194;Churn;Web
691;2025-06-19;C0043;Churn;Store
692;2025-05-03;C0443;Churn;Store
693;2022-03-29;C0202;Churn;Store
694;2025-10-22;C0619;FirstPurchase;Store
695;2022-12-27;C0073;Churn;Web
696;2022-04-26;C0221;Return;Mobile
697;2024-04-23;C0602;Churn;Store
698;2024-02-28;C0632;Repeat;Web
699;2025-12-26;C0676;Churn;Web
700;2023-05-06;C0828;Repeat;Mobile
701;2024-02-24;C0733;Return;Web
702;2024-08-20;C0388;Churn;Mobile
703;2025-10-11;C0533;Return;Store
704;2023-04-25;C0609;FirstPurchase;Mobile
705;2025-12-18;C0991;Churn;Store
706;2025-11-08;C0887;Return;Store
707;2025-05-22;C0988;Return;Store
708;2024-09-22;C0868;Repeat;Web
709;2025-02-19;C0865;Return;Web
710;2023-12-09;C0004;Return;Web
711;2024-08-01;C0388;Churn;Store
712;2023-12-02;C0161;FirstPurchase;Web
713;2022-09-18;C0654;Return;Store
714;2022-01-07;C0496;Return;Web
715;2023-04-04;C0905;Repeat;Store
716;2024-05-20;C0088;FirstPurchase;Store
717;2023-10-31;C0832;Return;Mobile
718;2022-01-28;C0190;Churn;Store
719;2024-04-04;C0089;Churn;Mobile
720;2023-02-26;C0135;Repeat;Mobile
721;2023-12-24;C0494;FirstPurchase;Store
722;2023-07-15;C0988;FirstPurchase;Web
723;2023-05-07;C0261;Return;Web
724;2025-10-13;C0878;Repeat;Mobile
725;2023-12-24;C0013;Churn;Store
726;2022-10-28;C0759;Return;Store
727;2025-11-13;C0386;Churn;Store
728;2022-03-06;C0250;FirstPurchase;Mobile
729;2024-07-19;C0503;Repeat;Store
730;2022-06-12;C0596;FirstPurchase;Web
731;2025-02-08;C0908;Churn;Mobile
732;2023-11-02;C0629;Churn;Mobile
733;2025-06-23;C0091;FirstPurchase;Mobile
734;2023-02-28;C0263;Churn;Web
735;2023-09-03;C0674;Return;Web
736;2023-02-28;C0661;Return;Mobile
737;2023-12-02;C0700;Churn;Web
738;2025-06-24;C0850;Return;Web
739;2023-12-23;C0394;Return;Web
740;2024-01-02;C0422;Return;Store
741;2023-02-18;C0186;Return;Store
742;2023-07-06;C0568;Repeat;Mobile
743;2024-07-01;C0487;Repeat;Mobile
744;2022-03-14;C0940;Repeat;Store
745;2025-10-14;C0213;Churn;Mobile
746;2023-02-10;C0976;Return;Store
747;2024-04-09;C0371;Repeat;Store
748;2023-07-23;C0448;FirstPurchase;Mobile
749;2023-10-17;C0660;Return;Store
750;2025-10-04;C0818;Churn;Mobile
751;2025-10-31;C0822;Return;Web
752;2023-10-18;C0942;FirstPurchase;Web
753;2023-02-12;C0040;Churn;Store
754;2023-08-15;C0152;FirstPurchase;Store
755;2024-06-01;C0495;Repeat;Web
756;2023-12-21;C0597;Return;Web
757;2025-12-03;C0620;Churn;Store
758;2025-02-24;C0314;Churn;Web
759;2024-07-30;C0799;FirstPurchase;Store
760;2023-11-26;C0507;Churn;Web
761;2023-03-10;C0630;FirstPurchase;Web
762;2025-02-20;C0178;Repeat;Store
763;2025-04-16;C0138;FirstPurchase;Store
764;2025-02-13;C0084;FirstPurchase;Store
765;2024-04-18;C0782;Churn;Store
766;2023-05-08;C0019;Repeat;Mobile
767;2024-05-09;C0030;Repeat;Mobile
768;2025-03-29;C0313;Repeat;Store
769;2023-08-23;C0272;Repeat;Mobile
770;2024-03-22;C0022;Churn;Web
771;2022-04-06;C0310;Churn;Store
772;2024-11-17;C0084;Churn;Mobile
773;2025-02-21;C0838;Repeat;Store
774;2024-05-29;C0621;FirstPurchase;Web
775;2024-10-20;C0939;Repeat;Web
776;2025-03-03;C0737;Repeat;Store
777;2023-04-22;C0489;Repeat;Mobile
778;2023-07-11;C0403;FirstPurchase;Store
779;2022-01-14;C0517;Return;Store
780;2022-06-22;C0583;FirstPurchase;Web
781;2024-07-24;C0482;Return;Store
782;2023-11-17;C0276;Churn;Mobile
783;2022-11-11;C0399;Return;Store
784;2025-01-10;C0550;Repeat;Store
785;2025-10-08;C0129;Repeat;Web
786;2024-11-30;C0630;Return;Web
787;2025-01-25;C0005;Repeat;Web
788;2024-02-22;C0482;Return;Web
789;2025-06-14;C0438;Repeat;Mobile
790;2022-12-09;C0597;Churn;Web
791;2024-09-15;C0317;FirstPurchase;Store
792;2023-04-07;C0590;Churn;Web
793;2024-09-16;C0913;Churn;Mobile
794;2022-07-13;C0125;Return;Mobile
795;2022-11-29;C0894;Churn;Web
796;2024-09-26;C0076;FirstPurchase;Web
797;2025-07-31;C0283;Return;Web
798;2025-12-09;C0966;Churn;Web
799;2023-10-14;C0871;Repeat;Store
800;2022-09-26;C0496;Churn;Store
801;2023-05-30;C0793;Return;Mobile
802;2023-07-29;C0347;Repeat;Web
803;2025-10-26;C0941;Churn;Web
804;2024-12-23;C0130;Churn;Store
805;2025-01-22;C0662;Repeat;Web
806;2025-09-17;C0352;Repeat;Store
807;2025-02-23;C0822;Repeat;Mobile
808;2024-06-02;C0145;Repeat;Mobile
809;2025-05-16;C0701;Repeat;Web
810;2025-10-07;C0485;FirstPurchase;Web
811;2024-01-02;C0578;FirstPurchase;Web
812;2023-05-17;C0245;FirstPurchase;Store
813;2025-02-18;C0244;Churn;Store
814;2022-02-25;C0119;FirstPurchase;Mobile
815;2022-04-24;C0666;Repeat;Store
816;2023-12-24;C0440;FirstPurchase;Web
817;2023-06-03;C0673;FirstPurchase;Mobile
818;2024-07-20;C0513;Churn;Web
819;2025-08-12;C0552;Repeat;Store
820;2025-07-04;C0171;Churn;Store
821;2025-04-08;C0300;Return;Web
822;2022-06-13;C0190;FirstPurchase;Web
823;2024-05-30;C0292;Return;Mobile
824;2022-05-09;C0952;FirstPurchase;Store
825;2024-01-22;C0935;Return;Store
826;2022-07-10;C0985;Churn;Mobile
827;2024-04-22;C0909;Return;Mobile
828;2024-04-03;C0807;Churn;Store
829;2023-02-19;C0638;Return;Mobile
830;2025-07-04;C0996;Repeat;Store
831;2023-07-07;C0780;FirstPurchase;Store
832;2023-10-13;C0533;Repeat;Mobile
833;2022-09-19;C0087;FirstPurchase;Mobile
834;2024-08-04;C0402;Return;Mobile
835;2022-07-11;C0781;FirstPurchase;Store
836;2025-06-14;C0787;Churn;Mobile
837;2022-03-19;C0931;Return;Store
838;2022-12-18;C0558;FirstPurchase;Web
839;2023-02-08;C0624;FirstPurchase;Mobile
840;2024-02-02;C0185;Repeat;Store
841;2024-12-06;C0930;Return;Store
842;2024-07-06;C0500;FirstPurchase;Store
843;2022-12-15;C0190;FirstPurchase;Mobile
844;2024-03-20;C0568;Return;Mobile
845;2024-09-01;C0129;FirstPurchase;Web
846;2024-03-13;C0441;FirstPurchase;Mobile
847;2022-06-02;C0110;Churn;Web
848;2025-08-23;C0854;FirstPurchase;Web
849;2022-09-25;C0668;FirstPurchase;Web
850;2024-07-24;C0132;Churn;Web
851;2025-08-04;C0485;Return;Mobile
852;2022-11-02;C0199;FirstPurchase;Web
853;2024-12-27;C0075;Churn;Mobile
854;2022-10-12;C0204;Repeat;Mobile
855;2023-06-27;C0936;Return;Mobile
856;2022-01-24;C0053;FirstPurchase;Mobile
857;2024-10-31;C0039;Churn;Mobile
858;2023-10-01;C0291;Repeat;Store
859;2025-08-02;C0482;Return;Mobile
860;2024-10-05;C0338;FirstPurchase;Mobile
861;2024-02-26;C0394;Return;Web
862;2024-02-13;C0051;Repeat;Web
863;2022-05-10;C0886;FirstPurchase;Web
864;2024-01-13;C0192;Return;Web
865;2023-01-15;C0719;Churn;Web
866;2025-12-24;C0315;Return;Web
867;2022-08-28;C0794;Churn;Mobile
868;2022-05-26;C0113;Churn;Mobile
869;2025-08-08;C0115;Churn;Web
870;2025-08-28;C0771;Return;Store
871;2022-11-04;C0845;Churn;Store
872;2024-04-03;C0866;FirstPurchase;Mobile
873;2024-06-03;C0751;Churn;Mobile
874;2023-09-18;C0017;FirstPurchase;Store
875;2023-06-16;C0833;FirstPurchase;Store
876;2022-08-17;C0206;FirstPurchase;Web
877;2023-05-28;C0257;FirstPurchase;Store
878;2024-03-16;C0088;Return;Web
879;2024-11-09;C0374;FirstPurchase;Mobile
880;2022-09-17;C0313;FirstPurchase;Mobile
881;2024-06-10;C0892;Churn;Web
882;2024-10-05;C0523;Churn;Mobile
883;2023-09-06;C0579;Churn;Mobile
884;2022-07-16;C0205;FirstPurchase;Web
885;2023-01-25;C0823;FirstPurchase;Store
886;2023-12-04;C0086;FirstPurchase;Mobile
887;2022-12-12;C0041;FirstPurchase;Store
888;2023-10-03;C0617;Repeat;Store
889;2025-02-25;C0955;Repeat;Mobile
890;2022-04-24;C0542;Churn;Store
891;2024-08-16;C0281;Return;Mobile
892;2025-05-15;C0256;Churn;Mobile
893;2024-04-27;C0967;FirstPurchase;Web
894;2025-02-02;C0320;FirstPurchase;Mobile
895;2023-12-27;C0217;Churn;Web
896;2023-12-10;C0103;Churn;Web
897;2025-04-09;C0409;Return;Web
898;2022-09-18;C0450;Churn;Web
899;2025-09-07;C0674;Return;Web
900;2025-04-02;C0951;FirstPurchase;Store
901;2025-06-15;C0698;Return;Web
902;2023-11-06;C0256;Churn;Web
903;2024-07-29;C0086;FirstPurchase;Store
904;2025-08-19;C0694;Return;Web
905;2024-06-30;C0629;Repeat;Store
906;2022-06-14;C0897;FirstPurchase;Store
907;2023-02-23;C0247;Churn;Web
908;2025-06-17;C0658;Return;Mobile
909;2023-07-06;C0784;Repeat;Mobile
910;2022-07-16;C0184;Churn;Web
911;2025-07-14;C0714;Repeat;Mobile
912;2024-12-10;C0159;FirstPurchase;Web
913;2025-10-23;C0503;Return;Web
914;2025-10-21;C0560;Churn;Store
915;2022-08-26;C0636;Churn;Web
916;2025-09-21;C0845;Churn;Web
917;2025-09-30;C0674;Repeat;Mobile
918;2024-08-03;C0674;Return;Store
919;2022-11-19;C0234;Return;Store
920;2023-12-08;C0376;FirstPurchase;Mobile
921;2024-12-24;C0060;Return;Web
922;2022-01-12;C0588;Churn;Store
923;2024-06-21;C0421;Repeat;Store
924;2024-07-27;C0552;Repeat;Mobile
925;2024-10-01;C0657;Return;Store
926;2025-10-07;C0169;Churn;Web
927;2025-09-17;C0824;FirstPurchase;Mobile
928;2024-06-20;C0950;Return;Web
929;2022-06-16;C0975;Repeat;Store
930;2023-09-09;C0909;Repeat;Mobile
931;2025-04-28;C0174;Churn;Web
932;2025-01-20;C0072;Return;Store
933;2023-10-29;C0913;Churn;Web
934;2024-05-30;C0139;Churn;Web
935;2022-04-06;C0552;Return;Mobile
936;2024-03-24;C0174;Churn;Web
937;2022-08-14;C0065;Repeat;Store
938;2025-05-07;C0032;Repeat;Store
939;2023-10-15;C0620;Return;Store
940;2023-11-24;C0692;Repeat;Store
941;2022-06-16;C0778;Return;Web
942;2025-02-12;C0364;Return;Store
943;2024-04-07;C0627;Repeat;Mobile
944;2024-06-23;C0443;Repeat;Web
945;2025-02-03;C0911;Churn;Mobile
946;2024-06-08;C0131;Repeat;Store
947;2022-01-04;C0250;FirstPurchase;Mobile
948;2022-09-02;C0137;Return;Store
949;2025-03-09;C0136;Return;Web
950;2025-01-05;C0511;Return;Mobile
951;2024-06-12;C0074;Return;Web
952;2022-02-19;C0380;Churn;Store
953;2023-10-15;C0520;Return;Web
954;2023-11-23;C0784;Churn;Mobile
955;2024-10-11;C0779;Churn;Mobile
956;2022-12-14;C0279;FirstPurchase;Mobile
957;2024-09-04;C0952;Repeat;Store
958;2023-04-30;C0824;Repeat;Mobile
959;2022-07-27;C0662;Churn;Mobile
960;2023-10-23;C0872;FirstPurchase;Mobile
961;2025-04-21;C0402;Return;Web
962;2024-08-31;C0807;Return;Store
963;2023-09-23;C0899;Churn;Store
964;2022-04-02;C0648;Repeat;Store
965;2023-10-31;C0645;Churn;Store
966;2025-02-08;C0347;FirstPurchase;Mobile
967;2023-01-30;C0773;Repeat;Store
968;2024-11-19;C0531;Return;Store
969;2022-06-26;C0977;Return;Mobile
970;2023-05-28;C0381;Churn;Mobile
971;2025-08-04;C0061;FirstPurchase;Mobile
972;2025-08-11;C0814;FirstPurchase;Mobile
973;2022-05-10;C0658;FirstPurchase;Web
974;2023-10-20;C0957;FirstPurchase;Store
975;2022-05-15;C0188;Repeat;Mobile
976;2024-02-12;C0386;FirstPurchase;Store
977;2023-02-17;C0503;Churn;Web
978;2025-04-22;C0178;FirstPurchase;Mobile
979;2022-01-03;C0959;Return;Web
980;2022-05-21;C0327;Repeat;Store
981;2024-12-26;C0177;Repeat;Web
982;2024-12-31;C0114;Churn;Store
983;2025-02-12;C0208;Return;Store
984;2024-06-18;C0455;Churn;Store
985;2023-03-02;C0530;Churn;Store
986;2023-08-11;C0876;Churn;Store
987;2025-07-27;C0602;FirstPurchase;Mobile
988;2025-10-13;C0733;FirstPurchase;Mobile
989;2022-10-02;C0144;FirstPurchase;Web
990;2025-01-28;C0558;Churn;Web
991;2024-09-21;C0103;Churn;Mobile
992;2022-03-23;C0606;Churn;Store
993;2024-03-18;C0921;FirstPurchase;Store
994;2024-01-30;C0904;FirstPurchase;Mobile
995;2025-07-03;C0064;Churn;Store
996;2024-03-12;C0654;Churn;Web
997;2023-09-28;C0278;FirstPurchase;Store
998;2024-10-27;C0884;Churn;Store
999;2022-03-16;C0078;FirstPurchase;Web
1000;2024-07-03;C0603;FirstPurchase;Web
1001;2023-04-20;C0035;Churn;Mobile
1002;2022-08-11;C0616;Churn;Store
1003;2025-02-27;C0947;Churn;Web
1004;2023-07-03;C0588;Return;Web
1005;2022-01-31;C0427;Return;Web
1006;2022-08-27;C0981;Return;Web
1007;2025-07-09;C0331;Repeat;Web
1008;2024-09-07;C0131;Repeat;Web
1009;2023-12-15;C0457;Return;Mobile
1010;2023-08-21;C0107;Churn;Store
1011;2023-04-24;C0439;Return;Store
1012;2025-04-19;C0275;Repeat;Store
1013;2024-06-25;C0938;FirstPurchase;Store
1014;2023-01-09;C0957;Return;Store
1015;2025-10-16;C0279;FirstPurchase;Store
1016;2024-08-29;C0720;FirstPurchase;Store
1017;2023-05-15;C0260;Return;Mobile
1018;2022-08-18;C0608;FirstPurchase;Web
1019;2025-07-19;C0961;FirstPurchase;Web
1020;2024-11-02;C0004;Return;Web
1021;2025-12-16;C0187;Return;Mobile
1022;2023-02-03;C0218;FirstPurchase;Web
1023;2024-11-07;C0859;FirstPurchase;Mobile
1024;2025-11-24;C0635;FirstPurchase;Mobile
1025;2022-06-18;C0872;Repeat;Mobile
1026;2024-12-09;C0848;Repeat;Mobile
1027;2022-04-16;C0286;Churn;Web
1028;2025-02-05;C0358;Return;Store
1029;2022-07-16;C0161;FirstPurchase;Web
1030;2025-05-27;C0208;FirstPurchase;Mobile
1031;2025-02-25;C0417;FirstPurchase;Mobile
1032;2022-02-10;C0532;Repeat;Mobile
1033;2025-10-25;C0991;Return;Web
1034;2023-06-23;C0048;Churn;Store
1035;2023-11-30;C0539;Repeat;Web
1036;2025-09-06;C0672;Return;Mobile
1037;2023-01-18;C0470;FirstPurchase;Store
1038;2022-05-22;C0996;Return;Mobile
1039;2024-07-19;C0155;Repeat;Store
1040;2022-10-06;C0793;Repeat;Store
1041;2022-01-22;C0066;Repeat;Mobile
1042;2023-03-10;C0230;Repeat;Web
1043;2022-01-25;C0215;FirstPurchase;Web
1044;2022-07-01;C0756;FirstPurchase;Store
1045;2023-11-20;C0012;Repeat;Mobile
1046;2025-09-26;C0613;FirstPurchase;Mobile
1047;2022-04-13;C0686;Repeat;Mobile
1048;2024-06-17;C0229;Churn;Web
1049;2023-10-27;C0242;Return;Store
1050;2023-05-10;C0510;Churn;Mobile
1051;2022-11-20;C0816;FirstPurchase;Web
1052;2024-02-22;C0213;FirstPurchase;Web
1053;2023-10-13;C0112;Return;Web
1054;2022-04-02;C0874;FirstPurchase;Mobile
1055;2023-05-30;C0203;Repeat;Store
1056;2022-05-05;C0341;Return;Mobile
1057;2024-10-08;C0037;Churn;Web
1058;2024-05-27;C0644;Churn;Web
1059;2023-11-24;C0090;FirstPurchase;Store
1060;2022-09-22;C0724;Churn;Web
1061;2022-12-01;C0445;FirstPurchase;Web
1062;2022-04-14;C0327;FirstPurchase;Web
1063;2023-03-16;C0102;Churn;Store
1064;2022-12-24;C0943;Churn;Web
1065;2025-09-15;C0475;Repeat;Mobile
1066;2023-09-12;C0559;FirstPurchase;Web
1067;2025-11-13;C0632;Repeat;Web
1068;2025-09-27;C0529;Repeat;Web
1069;2024-05-16;C0800;Return;Web
1070;2022-09-18;C0906;Churn;Mobile
1071;2023-01-31;C0178;Churn;Mobile
1072;2023-08-20;C0971;Churn;Mobile
1073;2023-02-14;C0955;Repeat;Mobile
1074;2025-11-09;C0786;Return;Mobile
1075;2022-05-18;C0706;Churn;Store
1076;2025-07-02;C0419;Churn;Mobile
1077;2023-02-26;C0518;Return;Store
1078;2022-06-01;C0515;FirstPurchase;Mobile
1079;2025-02-13;C0711;Return;Store
1080;2024-01-05;C0035;Return;Web
1081;2022-02-16;C0239;Churn;Mobile
1082;2025-07-05;C0589;FirstPurchase;Store
1083;2025-10-28;C0614;Repeat;Web
1084;2025-11-04;C0450;FirstPurchase;Mobile
1085;2025-03-27;C0578;Churn;Store
1086;2025-03-22;C0051;FirstPurchase;Web
1087;2023-01-04;C0636;Churn;Store
1088;2022-07-09;C0712;Return;Mobile
1089;2024-02-05;C0073;Return;Web
1090;2025-07-04;C0674;Return;Web
1091;2024-05-18;C0167;Repeat;Web
1092;2025-04-29;C0863;Return;Mobile
1093;2025-04-25;C0989;FirstPurchase;Web
1094;2025-08-26;C0817;Return;Store
1095;2024-08-22;C0175;Churn;Mobile
1096;2023-03-15;C0292;Churn;Web
1097;2025-08-14;C0022;FirstPurchase;Mobile
1098;2024-09-13;C0983;Return;Mobile
1099;2024-03-31;C0845;Return;Web
1100;2022-08-22;C0739;FirstPurchase;Web
1101;2024-12-24;C0172;Repeat;Web
1102;2022-04-24;C0707;Churn;Store
1103;2025-05-07;C0189;Churn;Web
1104;2022-02-20;C0245;Return;Store
1105;2025-05-26;C0499;FirstPurchase;Web
1106;2023-01-09;C0137;FirstPurchase;Mobile
1107;2024-11-05;C0304;Return;Mobile
1108;2025-12-31;C0274;Repeat;Web
1109;2022-07-09;C0090;FirstPurchase;Web
1110;2022-02-06;C0382;FirstPurchase;Web
1111;2023-03-21;C0157;Repeat;Mobile
1112;2023-11-28;C0944;FirstPurchase;Mobile
1113;2022-06-22;C0652;Return;Mobile
1114;2025-09-17;C0167;Churn;Web
1115;2025-01-16;C0407;Churn;Web
1116;2023-09-30;C0787;Return;Mobile
1117;2025-07-01;C0024;Return;Store
1118;2023-01-21;C0875;Return;Web
1119;2023-04-24;C0300;Repeat;Web
1120;2024-03-15;C0862;Return;Store
1121;2024-08-07;C0095;Repeat;Mobile
1122;2022-10-12;C0723;Repeat;Web
1123;2024-01-18;C0469;Return;Store
1124;2022-07-25;C0817;Return;Store
1125;2023-01-10;C0623;FirstPurchase;Mobile
1126;2024-07-24;C0458;FirstPurchase;Store
1127;2022-04-23;C0516;Churn;Mobile
1128;2024-02-18;C0574;Repeat;Store
1129;2024-08-11;C0530;Repeat;Web
1130;2025-06-01;C0444;Repeat;Mobile
1131;2022-10-03;C0621;Churn;Mobile
1132;2023-02-19;C0896;Repeat;Store
1133;2025-11-13;C0638;Churn;Web
1134;2022-12-18;C0320;Repeat;Store
1135;2024-12-09;C0613;Churn;Store
1136;2024-06-23;C0404;Churn;Store
1137;2024-11-30;C0692;FirstPurchase;Web
1138;2023-11-24;C0292;Return;Web
1139;2024-05-17;C0702;Churn;Store
1140;2022-06-26;C0304;Return;Mobile
1141;2023-02-14;C0864;Repeat;Mobile
1142;2025-02-05;C0245;Return;Mobile
1143;2022-02-05;C0569;Repeat;Mobile
1144;2023-02-11;C0569;Return;Store
1145;2022-12-16;C0244;Churn;Store
1146;2025-04-05;C0859;Churn;Web
1147;2022-11-11;C0425;FirstPurchase;Mobile
1148;2022-10-06;C0984;Churn;Store
1149;2024-07-27;C0733;Return;Mobile
1150;2023-09-04;C0821;Return;Mobile
1151;2024-03-03;C0088;FirstPurchase;Store
1152;2022-12-06;C0062;Repeat;Store
1153;2024-12-19;C0413;Return;Store
1154;2022-04-12;C0551;Return;Mobile
1155;2022-06-10;C0594;FirstPurchase;Web
1156;2024-09-24;C0010;Churn;Mobile
1157;2024-03-25;C0445;Repeat;Store
1158;2023-06-29;C0056;Return;Mobile
1159;2025-08-10;C0265;Return;Web
1160;2025-03-21;C0690;Churn;Store
1161;2025-10-06;C0971;Churn;Store
1162;2024-05-19;C0268;Return;Mobile
1163;2024-03-27;C0386;Repeat;Store
1164;2023-04-11;C0474;FirstPurchase;Web
1165;2024-12-17;C0585;FirstPurchase;Store
1166;2024-06-02;C0017;FirstPurchase;Mobile
1167;2022-12-19;C0035;FirstPurchase;Store
1168;2024-08-12;C0942;Return;Mobile
1169;2025-03-13;C0707;Return;Store
1170;2024-09-15;C0710;FirstPurchase;Store
1171;2023-10-18;C0855;FirstPurchase;Mobile
1172;2025-12-11;C0803;Repeat;Web
1173;2025-08-11;C0463;Return;Mobile
1174;2023-07-12;C0200;Churn;Web
1175;2023-02-26;C0992;Repeat;Mobile
1176;2025-03-20;C0290;Return;Store
1177;2022-01-26;C0011;Return;Web
1178;2023-08-16;C0878;Churn;Mobile
1179;2023-09-13;C0899;Repeat;Mobile
1180;2022-10-07;C0733;Churn;Mobile
1181;2023-10-01;C0010;Churn;Mobile
1182;2023-09-11;C0082;Repeat;Web
1183;2025-04-08;C0338;FirstPurchase;Web
1184;2025-02-23;C0780;Churn;Web
1185;2023-06-23;C0475;Return;Web
1186;2022-05-10;C0886;Repeat;Mobile
1187;2025-03-05;C0179;Churn;Web
1188;2024-04-26;C0595;Return;Web
1189;2023-01-16;C0745;FirstPurchase;Store
1190;2023-11-12;C0353;Return;Store
1191;2022-05-21;C0089;Churn;Web
1192;2022-04-01;C0620;Return;Store
1193;2023-10-24;C0187;FirstPurchase;Store
1194;2022-02-16;C0514;Return;Store
1195;2022-10-30;C0770;Return;Store
1196;2023-07-31;C0133;Return;Mobile
1197;2022-07-16;C0662;Churn;Store
1198;2023-02-17;C0504;FirstPurchase;Mobile
1199;2022-12-01;C0929;Churn;Mobile
1200;2025-10-29;C0492;FirstPurchase;Store
1201;2024-03-08;C0325;Churn;Mobile
1202;2024-02-01;C0668;Repeat;Mobile
1203;2022-10-29;C0442;Churn;Mobile
1204;2025-07-09;C0654;FirstPurchase;Mobile
1205;2023-07-18;C0616;Return;Store
1206;2024-10-25;C0107;FirstPurchase;Store
1207;2023-12-27;C0562;Churn;Mobile
1208;2025-11-28;C0714;Churn;Store
1209;2023-11-10;C0169;Churn;Web
1210;2022-01-30;C0655;FirstPurchase;Web
1211;2023-12-22;C0970;Return;Store
1212;2023-09-27;C0324;Repeat;Web
1213;2022-05-31;C0811;Repeat;Store
1214;2025-10-15;C0951;Return;Mobile
1215;2024-08-13;C0817;Repeat;Store
1216;2024-06-02;C0509;Return;Mobile
1217;2024-11-02;C0146;FirstPurchase;Web
1218;2022-04-20;C0849;FirstPurchase;Mobile
1219;2024-11-27;C0095;Return;Mobile
1220;2024-03-17;C0993;Repeat;Web
1221;2025-10-14;C0409;Repeat;Store
1222;2023-02-07;C0396;FirstPurchase;Store
1223;2023-11-23;C0951;FirstPurchase;Store
1224;2023-03-01;C0815;Return;Store
1225;2022-05-02;C0981;Return;Mobile
1226;2022-04-02;C0977;FirstPurchase;Mobile
1227;2022-01-27;C0596;FirstPurchase;Web
1228;2024-07-07;C0605;FirstPurchase;Web
1229;2025-11-07;C0067;FirstPurchase;Mobile
1230;2022-01-19;C0711;Repeat;Web
1231;2022-12-02;C0960;FirstPurchase;Store
1232;2025-12-13;C0572;Churn;Mobile
1233;2023-01-24;C0865;FirstPurchase;Web
1234;2022-04-03;C0218;FirstPurchase;Web
1235;2022-09-19;C0212;Repeat;Store
1236;2022-02-10;C0939;Repeat;Mobile
1237;2025-12-22;C0421;FirstPurchase;Web
1238;2024-01-22;C0160;FirstPurchase;Web
1239;2022-02-17;C0483;Churn;Web
1240;2025-12-15;C0341;Repeat;Store
1241;2023-08-28;C0180;Return;Web
1242;2025-04-22;C0565;Return;Mobile
1243;2022-09-13;C0873;Repeat;Store
1244;2023-06-29;C0254;Return;Mobile
1245;2022-08-07;C0184;FirstPurchase;Store
1246;2025-12-13;C0840;FirstPurchase;Web
1247;2022-04-12;C0386;Return;Mobile
1248;2025-10-23;C0243;Churn;Web
1249;2024-06-20;C0944;Return;Mobile
1250;2022-10-29;C0528;Churn;Web
1251;2024-10-10;C0859;Return;Web
1252;2024-11-25;C0932;Churn;Mobile
1253;2023-03-04;C0138;Churn;Store
1254;2022-05-15;C0348;Churn;Mobile
1255;2025-08-01;C0593;FirstPurchase;Store
1256;2023-07-31;C0766;Return;Mobile
1257;2022-11-12;C0126;FirstPurchase;Mobile
1258;2023-01-03;C0345;Repeat;Mobile
1259;2025-08-07;C0207;Repeat;Store
1260;2022-08-27;C0402;Repeat;Web
1261;2023-11-28;C0860;FirstPurchase;Store
1262;2022-01-29;C0767;Repeat;Web
1263;2022-07-24;C0258;Repeat;Web
1264;2022-08-20;C0128;Churn;Mobile
1265;2024-06-26;C0296;Return;Mobile
1266;2024-05-04;C0554;Churn;Web
1267;2023-09-14;C0223;Return;Store
1268;2023-08-15;C0607;Repeat;Mobile
1269;2022-12-02;C0665;Churn;Web
1270;2023-01-25;C0641;Repeat;Mobile
1271;2022-02-21;C0722;Churn;Store
1272;2025-10-26;C0528;Return;Mobile
